location,country
"Dorpsstraat 92,  2221 Heist-op-den-Berg, BE",Belgium
"6822 Schnifis, AT",Austria
"Via Caduti Di Piazza Loggia, 31,  25082 Botticino - BS, IT",Italy
"51515 Kürten, DE",Germany
"Kruiwiel 10,  7773 NL HARDENBERG, NL",Netherlands
"Kärntenstr. 9/11,  96052 Bamberg, DE",Germany
"82166 Gräfelfing, DE",Germany
"C/ FRANCIA NAVE 11 F - POLIGONO IND ACCESO SUR,  12006 CASTELLON, ES",Spain
"Rother Straße 15,  91126 Schwabach, DE",Germany
"Porschering 1,  24568 Kaltenkirchen, DE",Germany
"Höllsteinstraße ggü 104,  61350 Bad Homburg, DE",Germany
"76133 Karlsruhe, DE",Germany
"Handelsstraße 1,  4844 Regau, AT",Austria
"Nudepark 170,  6702 DX WAGENINGEN, NL",Netherlands
"Bahnhofstraße 6,  4592 Leonstein, AT",Austria
"Schmiedgasse 3,  9062 Moosburg, AT",Austria
"Via A. Valerio, 84/B,  35028 Piove Di Sacco - Padova - Pd, IT",Italy
"Via Roma, 19,  13886 Viverone - Biella - BI, IT",Italy
"Via Caratti Umberto, 14,  33100 Udine - Ud, IT",Italy
"80686 Eresing, DE",Germany
"Sokelantstr. 31,  30165 Hannover, DE",Germany
"Boschstraße 12,  50259 Pulheim, DE",Germany
"RUE DE MAGNY,  21800 CHEVIGNY SAINT SAUVEUR, FR",France
"Erfurtstr.14,  07545 Gera, DE",Germany
"Industriestraße 16,  8321 St. Margarethen an der Raab, AT",Austria
"Via Lancia, 3,  39100 Bolzano - Bz, IT",Italy
"Gentsesteenweg 115,  2800 Mechelen, BE",Belgium
"77978 Schuttertal, DE",Germany
"Triesterstraße 152 - 156,  1230 Wien, AT",Austria
"Bremer Str. 110,  49163 Bohmte, DE",Germany
"Fachleutnerstraße 5,  2020 Hollabrunn, AT",Austria
"Via Agucchi, 80/3,  40133 Bologna - Bo, IT",Italy
"Polychemstraat 22,  6191 NL BEEK LB, NL",Netherlands
"Wiener Bundesstrasse 12,  5300 Mayrwies, AT",Austria
"8322 Fladnitz, AT",Austria
"Franz-Wolfram-Schererstrasse 36,  5020 Salzburg, AT",Austria
"Via S.S Triestina, 11,  30024 Musile di Piave - Venezia - VE, IT",Italy
"Via Sabbioni, 2,  41037 Mirandola - Mo, IT",Italy
"Corso Canonico Allamano, 70,  10095 Grugliasco - Torino - To, IT",Italy
"Via Gerrone, 5,  26010 Cremosano - Crema - Cr, IT",Italy
"Via Emilia Ponente, 2040,  47522 Cesena - Forlì Cesena - Fc, IT",Italy
"Via Stendhal, 23,  40128 Bologna – Bo, IT",Italy
"Via G. Verdi, 4,  20057 Assago - Milano - Mi, IT",Italy
"Brunnenäcker 4,  91257 Pegnitz, DE",Germany
"Adresse exacte au 0 805 805 802,  73200 Albertville, FR",France
"Via Enrico Fermi, 8,  25030 Roncadelle - Bs, IT",Italy
"Blumauer Straße 200a,  2601 Sollenau, AT",Austria
"Bundesstraße 4,  6714 Nüziders, AT",Austria
"Via Marconi, 3,  37010 Affi - Verona, IT",Italy
"Via Martiri della Libertà 257,  30173 Venezia, IT",Italy
"22525 Hamburg, DE",Germany
"Heinrich-Nordhoff-Str. 119-123,  38440 Wolfsburg, DE",Germany
"Fürstenfelderstraße 13,  8200 Gleisdorf, AT",Austria
"SAFARI CAR Compra - Venta de Vehículos de Ocasión C/ Sant Antoni Mª Claret, 77,  08950 ESPLUGUES DE LLOBREGAT, ES",Spain
"Lage Ham 106,  5102 AE DONGEN, NL",Netherlands
"C/FIDIAS Nº 42,  29004 MALAGA, ES",Spain
"COSTA DO CASTRO 19-21,  27780 FOZ, ES",Spain
"5151 GM Drunen, NL",Netherlands
"Berleburger Straße 10,  35066 Frankenberg, DE",Germany
"Koeistraat 57,  2370 Arendonk, BE",Belgium
"VERDI 11 NAVE 2,  08110 MONTCADA I REIXAC, ES",Spain
"Eschweilerstr. 237,  52222 Stolberg, DE",Germany
"C/JUAN DE LA CIERVA, 7,  28936 MOSTOLES, ES",Spain
"C. RÍO JARAMA, 16,,  45007 TOLEDO, ES",Spain
"CARRETERA BILBAO GALDAKAO KM. 6,  48960 BILBAO, ES",Spain
"3328GJ Dordrecht, NL",Netherlands
"Neuengland 2,  26203 Wardenburg, DE",Germany
"Am Listholze  51,  30177 Hannover, DE",Germany
"Berghausstr. 2a,  01662 Meissen, DE",Germany
"Rue Pont Leopold 1,  4800 Verviers, BE",Belgium
"Maaseikerbaan 86,  3600 Genk, BE",Belgium
"CTRA. DEL PPRAT, 1,  08830 SAN BOI DE LlOBREGAT, ES",Spain
"Steenweg op Turnhout 109,  2330 Merksplas, BE",Belgium
"Ottostraße 6,  61169 Friedberg, DE",Germany
"Grünauer Fenn 5,  14712 Rathenow, DE",Germany
"Carnotstraße 2,  39120 Magdeburg, DE",Germany
"Krapendorfer Str. 6,  49688 Lastrup OT Schnelten, DE",Germany
"Hardenbergstraße 47,  51373 Leverkusen, DE",Germany
"Werrestraße 86,  32049 Herford, DE",Germany
"1 rue de la Légion Étrangère (Parking SAEMES niveau -5),  75014 PARIS, FR",France
"70038 Terlizzi, IT",Italy
"56220 Urmitz, DE",Germany
"Dresdner Straße 46,  01796 Pirna, DE",Germany
"Leuvensesteenweg 679,  3071 Kortenberg, BE",Belgium
"4 rue du Leon,  35140 Saint Aubin Du Cornier, FR",France
"via Lucchese 223,  50053 Empoli - Firenze, IT",Italy
"Via Adige, 1,  42124 Reggio Emilia - Re, IT",Italy
"Feldhamer Str. 41,  4655 Vorchdorf, AT",Austria
"Via Galvani, 3/E,  39100 Bolzano - Bz, IT",Italy
"Via Alto Adige 30,  38121 Trento - TN, IT",Italy
"INDICARE (al posto di Via Romea):, Strada Statale 309 Romea, 25,  44022 Porto Garibaldi - Ferrara - FE, IT",Italy
"C.so Canale, 74,  12051 Alba - Cuneo - Cn, IT",Italy
"Via Conegliano, 75,  31058 Susegana - Treviso - Tv, IT",Italy
"Ernst-Abbe-Str. 20,  72770 Reutlingen, DE",Germany
"In der Waesserung 8,  55606 Kirn, DE",Germany
"Centro Online,  28022 Madrid, ES",Spain
"Via Tiburtina km 25.500,  00010 Tivoli - Roma - Rm, IT",Italy
"Nerviërsstraat 93,  1730 Asse, BE",Belgium
"Via Puni, 4,  39020 Glorenza - Bolzano - Bz, IT",Italy
"Provinciebaan, 74,  9620 Zottegem, BE",Belgium
"Edith-Weyde-Str. 6,  51373 Leverkusen, DE",Germany
"77100 Meaux, FR",France
"Via Belforte, 90,  21100 Varese - Va, IT",Italy
"Altgomlitz 15,  01108 Dresden, DE",Germany
"Maria Theresien Weg 9,  2751 Steinabrückl, AT",Austria
"Kärntner Straße 36,  9900 Lienz, AT",Austria
"Raiffeisenstr. 68,  26180 Rastede, DE",Germany
"Centro Online,  29004 Malaga, ES",Spain
"1 Rue André Losch,  7759 Roost, LU",Luxembourg
"6 Rue de Bruxelles,  57370 Phalsbourg, FR",France
"Via Padana Superiore, 198,  25035 Ospitaletto  - Brescia - Bs, IT",Italy
"Larrieden 14,  91555 Feuchtwangen, DE",Germany
"Friedrich-Glenck-Str. 3,  99087 Erfurt, DE",Germany
"via Madonetta, 13,  32044 Pieve di Cadore - Belluno - Bl, IT",Italy
"63300 Thiers, FR",France
"08000 Charleville Mezieres, FR",France
"Berliner Eck,  23758 Oldenburg/Holstein, DE",Germany
"Donaufelderstrasse 128,  1210 Wien, AT",Austria
"33611 Bielefeld, DE",Germany
"S.P. Lecce - Porto Cesareo Km 5.5,  73010 Arnesano- LE, IT",Italy
"Am Böhnlich 20,  75045 Walzbachtal, DE",Germany
"Höchstadter Str. 15,  96172 Mühlhausen, DE",Germany
"Via Provinciale, 31,  24040 Lallio - Bergamo - BG, IT",Italy
"Via Luigi Einaudi, 5,  36040 Brendola - Vicenza - Vi, IT",Italy
"P.I. ASTORGA - PARCELA 1,  24700 ASTORGA, ES",Spain
"AV. RIO DE JANEIRO 42,  08030 BARCELONA, ES",Spain
"Rudolf-Diesel-Str. 1,  74613 Öhringen, DE",Germany
"CALLE ANDALUCÍA, 31,  34004 PALENCIA, ES",Spain
"Gabelstraße 55,  46147 Oberhausen, DE",Germany
"Düsseldorfer Str. 12,  41238 Mönchengladbach, DE",Germany
"INGENIERO JUAN DE LA CIERVA, 34,  14013 CORDOBA, ES",Spain
"Hagener Str. 183,  58642 Iserlohn, DE",Germany
"Marienloher Straße 60,  33104 Paderborn, DE",Germany
"Donatusstraße 101b,  50259 Pulheim, DE",Germany
"Weidenauer Str. 124-136,  57076 Siegen, DE",Germany
"Weismainer Straße 65,  96264 Altenkunstadt, DE",Germany
"Zeiler Str. 45,  97437 Haßfurt, DE",Germany
"Gewerbeallee 2,  04821 Brandis/ b. Leipzig, DE",Germany
"Broner Ring 2,  04668 Grimma, DE",Germany
"Schwabacher Str. 339,  90763 Fürth, DE",Germany
"Ernst-Thälmann-Straße 2a,  15562 Rüdersdorf, DE",Germany
"Braunschweiger Str. 130,  38518 Gifhorn, DE",Germany
"Carl-Zeiss-Str- 1,  64331 Weiterstadt, DE",Germany
"Süderdamm 1-3,  25746 Heide, DE",Germany
"Böhmerstr. 57,  92444 Rötz, DE",Germany
"Gewerbestrasse 38,  26506 Norden, DE",Germany
"Gmünder Straße 77,  73614 Schorndorf, DE",Germany
"Dommelsvoort 2,  5437 AD BEERS, NL",Netherlands
"CRTA MADRID, KM 384 (ESPINARDO),  30100 MURCIA, ES",Spain
"104 Boulevard de Sébastopol,  75003 Paris, FR",France
"Johann-Höllfritsch-Str. 1,  90530 Wendelstein, DE",Germany
"Weserstraße 111-117,  12059 Berlin, DE",Germany
"Gewerbegebiet Süd 4,  09618 Brand-Erbisdorf, DE",Germany
"CALLE JABALQUINTO, 11 POLIGONO INDUSTRIAL LOS OLIVARES J,  23009 JAEN, ES",Spain
"Heinrich-Nordhoff-Str. 125,  38440 Wolfsburg, DE",Germany
"Hildener Str. 41,  40597 Düsseldorf, DE",Germany
"Nikolaus-Otto-Str. 5,  59557 Lippstadt, DE",Germany
"Ortsstraße  6,  89194 Schnürpflingen-Ammerstetten, DE",Germany
"POLIGONO SEPES 57,  22006 HUESCA, ES",Spain
"Operapad 1,  2253 AZ VOORSCHOTEN, NL",Netherlands
"7000 Mons, BE",Belgium
"C/ POLO SUR, 2,  28850 TORREJON DE ARDOZ, ES",Spain
"Römerstraße 196,  41462 Neuss, DE",Germany
"-,  8800 vilanova y la geltru, ES",Spain
"ANTONIO GAUDI Nº4,,  28670 FUENLABRADA, ES",Spain
"CALLE LONDRES 38,  28230 ROZAS DE MADRID, ES",Spain
"CTRA. LOBON-LA ROCA, KM. 5,300,  06480 MONTIJO, ES",Spain
"AVENIDA MARESME, 5,  08302 MATARÓ, ES",Spain
"Grutbroek 26,  7008 AM DOETINCHEM, NL",Netherlands
"FINLANDIA Nº 13 POLIGONO INDUSTRIAL JUMAPI,  28802 ALCALA DE HENARES, ES",Spain
"Herbert-Quandt-Str. 9,  37081 Göttingen, DE",Germany
"C/ NEVADA -10,  28500 ARGANDA DEL REY, ES",Spain
"AVENIDA DE LOS MONTES DE OCA 7 NAVE 1,  28700 SAN SEBASTIAN DE LOS REYES, ES",Spain
"PARTICULAR DE CAVANILLES Nº1 5º A,  28007 MADRID, ES",Spain
"Meyerfeld 5,  33824 Werther, DE",Germany
"CALLE ALQUIMIA, 2,  28933 MÓSTOLES, ES",Spain
"AVDA. BLASCO IBAÑEZ, 41 PUERTA 13,  46470 MASSANASSA, ES",Spain
"C/ALBACETE Nº2,  28970 HUMANES DE MADRID, ES",Spain
"CTRA. VILLENA, S/N,  30510 YECLA, ES",Spain
"CAMPO DE PUENTE 83 BAJO,  27800 VILALBA, ES",Spain
"Auf der Höhe 2,  99834 Gerstungen, DE",Germany
"AVDA. RABASSAIRES, 22-26,  08100 MOLLET DEL VALLES, ES",Spain
"CTRA. MADRID TOLEDO, KM 63, 700,  45280 OLÍAS DEL REY, ES",Spain
"C/ LA SECADA 34,  33510 SIERO, ES",Spain
"C/ Río Marches,77,  45007 Toledo, ES",Spain
"Macherstraße 4,  01917 Kamenz, DE",Germany
"AVDA. NORTE DE CASTILLA, 16 E,  47008 VALLADOLID, ES",Spain
"CALZADA DE TORO Nº 47 POL. IND. VILLARES,  37184 VILLARES DE LA REINA,, ES",Spain
"C/CANARIAS,1,  08328 ALELLA, ES",Spain
"C/ KAREAGA, 35,  48903 BARAKALDO, ES",Spain
"CTRA. PARADAS-ARAHAL 4,  41610 PARADAS, ES",Spain
"CALLE  SANTA ANNA, 82,  08110 CERDANYOLA DEL VALLES,, ES",Spain
"CARRETERA VILLANUEVA 18,  06380 JEREZ DE LOS CABALLEROS, ES",Spain
"CTRA. SEGOVIA, KM 6,5,  47140 VALLADOLID, ES",Spain
"Avenida 8 de Marzo, 14,  01002 VITORIA, ES",Spain
"Goethestr. 15,  44534 Lünen, DE",Germany
"CARRETERA DE BARCELONA, 278,,  08290 RIPOLLET, ES",Spain
"Kölner Straße 20-24,  54611 Hallschlag, DE",Germany
"C/ SAN ANDRES, 6,  28220 MAJADAHONDA, ES",Spain
"POLÍGONO LA PAZ - CTRA. NAC. SAGUNTO-BURGOS, KM.123,5,  44195 TERUEL, ES",Spain
"Poststrasse 6-8,  73033 Göppingen, DE",Germany
"Damgartener Chaussee 63,  18311 Ribnitz, DE",Germany
"TAURO, 27,  28042 MADRID, ES",Spain
"Breukelaarweg 2,  7051 DX VARSSEVELD, NL",Netherlands
"AUTOVIA DE TARRAGONA SALOU 6-8,  43006 TARRAGONA, ES",Spain
"AVDA. GENERALITAT, 145,  08840 VILADECANS, ES",Spain
"AVENIDA DE LAS NIEVES, 20,  28935 MOSTOLES, ES",Spain
"Haupstr. 113,  32312 Lübbecke, DE",Germany
"PARQUE EMPRESARIAL ARBUIO 26,  48810 ALONSOTEGI, ES",Spain
"C/ CONSERVERAS, 4 POLIGONO EMPRESARIAL PEPA,  33401 AVILES, ES",Spain
"04683 Belgershain, DE",Germany
"318 Route de Cahors,  46090 LAMAGDELAINE, FR",France
"Straße der Freundschaft 28,  03205 Calau, DE",Germany
"Rue du Plainois 3,  6740 Etalle, BE",Belgium
"Schneebergstr. 5,  95032 Hof, DE",Germany
"4000 Liege, BE",Belgium
"Avenue General Hodges 16,  5500 Dinant, BE",Belgium
"86956 Schongau, DE",Germany
"Leuvensesteenweg 369,  3190 Boortmeerbeek, BE",Belgium
"Königsberger Str. 2,  41564 Kaarst, DE",Germany
"Brusselsesteenweg 64,  3020 Herent, BE",Belgium
"Curslacker Neuer Deich 72,  21029 Hamburg, DE",Germany
"Lüneburger Str. 22,  21385 Amelinghausen, DE",Germany
"Frankfurter Str. 665-675,  51145 Köln, DE",Germany
"Gerard Mercatorstraat 1,  3920 Lommel, BE",Belgium
"Zur Brüche 2,  57223 Kreuztal, DE",Germany
"Am Pointgraben 12,  91126 Schwabach, DE",Germany
"Arnsberger Straße 30,  59494 Soest, DE",Germany
"Felix-Klein-Straße 71,  91058 Erlangen, DE",Germany
"Lutherstrasse 12,  58507 Lüdenscheid, DE",Germany
"Raderberggürtel 31/ Ecke Bonner Str.,  50968 Köln (Raderberg), DE",Germany
"Aufhausener Str. 23,  89520 Heidenheim an der Brenz, DE",Germany
"Hannoversche Heerstr. 85,  29227 Celle, DE",Germany
"Nopitschstr. 3,  90441 Nürnberg, DE",Germany
"Rudolf-Diesel-Straße 6,  65760 Eschborn, DE",Germany
"Baumwallsweg 6 b,  17034 Neubrandenburg, DE",Germany
"Dr.-Wandinger-Straße 7,  94447 Plattling, DE",Germany
"Grote Baan 20,  3540 Herk-De-Stad, BE",Belgium
"Industriestraße 15,  91207 Lauf an der Pegnitz, DE",Germany
"Wunderbütteler Kirchweg 5,  29378 Wittingen, DE",Germany
"Schweriner Str. 31,  23970 Wismar, DE",Germany
"Am steinernen Kreuz 2,  96110 Scheßlitz, DE",Germany
"Fludersbach 118,  57074 Siegen, DE",Germany
"Gildestr. 14,  91154 Roth, DE",Germany
"Würzburger Straße 14,  97688 Bad Kissingen, DE",Germany
"Gottlieb-Daimler-Straße 5,  95666 Mitterteich, DE",Germany
"Neuburger Str. 75,  85057 Ingolstadt, DE",Germany
"Im Gewerbepark 1a,  39245 Gommern, DE",Germany
"Eschengrunder Str. 7,  17034 Neubrandenburg, DE",Germany
"Asbacher Straße 21,  98574 Schmalkalden, DE",Germany
"Messkircher Str. 39/1,  88512 Mengen, DE",Germany
"Lise-Meitner-Str. 1,  30966 Hemmingen/Hannover, DE",Germany
"Dieselstr. 61,  63165 Mühlheim a. Main, DE",Germany
"Mörscher Strasse 3,  76275 Ettlingen, DE",Germany
"Aschenhausweg 9,  74523 Schwäbisch Hall, DE",Germany
"Daimlerstr. 5,  94365 Parkstetten, DE",Germany
"Hafenbahnstraße 15,  70329 Stuttgart, DE",Germany
"Cannstatter Str. 46,  70190 Stuttgart, DE",Germany
"Kempische Steenweg 285,  3500 Hasselt, BE",Belgium
"Reichenbacher Str. 158a,  08056 Zwickau, DE",Germany
"Stockholmstraße 2,  97424 Schweinfurt, DE",Germany
"Einsteinstr. 1,  49835 Wietmarschen, DE",Germany
"Reisewitzer Str. 82,  01159 Dresden, DE",Germany
"Berliner Str. 17,  13127 Berlin-Buchholz, DE",Germany
"Tilzower Weg 29,  18528 Bergen / Rügen, DE",Germany
"C/ MAESTRO RODRIGO, 19,  46015 VALENCIA, ES",Spain
"Marienbergstr. 90,  90411 Nürnberg, DE",Germany
"POL. IND FÁTIMA (ALTO DE ENEKURI),  48950 ERANDIO, ES",Spain
"Steubenstr. 31,  33100 Paderborn, DE",Germany
"Eichelstraße 11,  88285 Bodnegg-Rotheidlen, DE",Germany
"CARRETERA PEÑAS DE SAN PEDRO JM 2,7,  02006 ALBACETE, ES",Spain
"Koning Leopoldlaan 8A,  9990 Maldegem, BE",Belgium
"Siemensring 17,  87616 Marktoberdorf, DE",Germany
"Wulmersumsesteenweg 160,  3300 Tienen, BE",Belgium
"CTRA. AZUCARERA INTELHORCE S/N,  29004 MALAGA, ES",Spain
"Otto-Lilienthal-Str. 1,  15517 Fürstenwalde, DE",Germany
"Industriestrasse 11,  41844 Wegberg, DE",Germany
"Diezer Straße 120,  65549 Limburg, DE",Germany
"Willi Bleicher-Str. 10c,  52353 Düren, DE",Germany
"AVDA. EMPORDA, 56 P.I. PONT DEL PRINCEP,  17469 VILAMALLA, ES",Spain
"Königswinterer Str. 444,  53227 Bonn, DE",Germany
"Hallesche Landstraße 110,  06406 Bernburg, DE",Germany
"Zum Torfmoor 12,  21423 Winsen/Luhe, DE",Germany
"De Tonne 7,  9800 Deinze, BE",Belgium
"Nickelstr.6,  33415 Verl, DE",Germany
"Rue Du Pont Pavot 23,  5660 Frasnes Lez Couvin, BE",Belgium
"Seckendorfer Str. 4,  90556 Cadolzburg, DE",Germany
"Äussere Nuernberger Strasse 60,  91301 Forchheim, DE",Germany
"Altheimer Strasse 12,  88499 Riedlingen, DE",Germany
"Pluim 23,  8550 Zwevegem, BE",Belgium
"Hauptstr. 5,  92548 Altfalter, DE",Germany
"Diepenbekerweg 20,  3500 Hasselt, BE",Belgium
"Benzstraße 1,  45891 Gelsenkirchen, DE",Germany
"Osterallee 207,  24944 Flensburg, DE",Germany
"Sterrebosstraat 19,  9320 Nieuwerkerken, BE",Belgium
"Niederrheinstraße 99,  40474 Düsseldorf, DE",Germany
"C/PARAGUAY 49,  37184 VILLARES DE LA REINA, ES",Spain
"Bruglaan 70,  3960 Bree, BE",Belgium
"Groß Schulzendorfer Str. 14,  14974 Ludwigsfelde, DE",Germany
"Ikarusstraße 20,  40474 Düsseldorf, DE",Germany
"Mühldorfer Straße 88,  84503 Altötting, DE",Germany
"An der Automeile 12a,  35394 Gießen, DE",Germany
"Ebersberger Straße 59,  83022 Rosenheim, DE",Germany
"30966 Hemmingen, DE",Germany
"Gewerbeallee 24,  4150 Rohrbach, AT",Austria
"Gewerbepark 12,  4100 Ottensheim, AT",Austria
"Rue du tram 58,  5060 Sambreville, BE",Belgium
"Brusselbaan 209A,  9320 Erembodegem, BE",Belgium
"Meensesteenweg 534,  8800 Roeselare (Kortrijk-Brugge), BE",Belgium
"Möhnestraße 23,  63452 Hanau, DE",Germany
"Assesteenweg 101-103,  1740 Ternat, BE",Belgium
"Hanriederstraße 28,  4132 Lembach im Mühlkreis, AT",Austria
"S.S. 96 Km 119+780,  70026 Modugno - Ba, IT",Italy
"August-Wellenkamp-Str. 8,  21337 Lüneburg, DE",Germany
"Neustadter Strasse 26,  96450 Coburg, DE",Germany
"via Trani 324,  70051 Barletta - Bt, IT",Italy
"Aldranser Straße 2,  6072 Lans bei Innsbruck, AT",Austria
"Linzerstraße 5a,  4221 Steyregg, AT",Austria
"Am Auwaldsee 75,  85053 Ingolstadt, DE",Germany
"Mühlenfeld 5,  30853 Langenhagen, DE",Germany
"Ziehrerstraße 68,  8041 Graz, AT",Austria
"21 ROUTE DE VILLENEUVE,  39600 ARBOIS, FR",France
"Viale Sant'Eufemia, 94,  25135 Brescia - BS, IT",Italy
"Südautobahnstraße 3,  2512 Tribuswinkel, AT",Austria
"Hainholzstraße 2,  99441 Mellingen, DE",Germany
"Osterfeldstr. 11,  44339 Dortmund, DE",Germany
"Prichsenstädterstraße 9,  97353 Wiesentheid, DE",Germany
"Lange Str. 45,  72336 Balingen, DE",Germany
"Alte Poststr. 3,  72250 Freudenstadt, DE",Germany
"Via Natalucci 12/14,  60131 Ancona - An, IT",Italy
"Lerchenbreite 11/15,  38889 Blankenburg / Harz, DE",Germany
"Triester Straße 11-13,  8020 Graz, AT",Austria
"Ückendorfer Str. 54,  45327 Essen, DE",Germany
"Stranzingerstraße 33,  5112 Lamprechtshausen, AT",Austria
"Corso Allamano, 48,  10095 Grugliasco - Torino - To, IT",Italy
"Am Wasserhaus 1,  97262 Hausen, DE",Germany
"Rue de Lorcé 33,  4920 Aywaille, BE",Belgium
"Kaiserstraße 1,  3313 Wallsee, AT",Austria
"Freistädterstraße 336a,  4040 Linz, AT",Austria
"Via Inganni, 81/A,  20147 Milano - Mi, IT",Italy
"Sophie-Charlotten-Straße 7,  14059 Berlin, DE",Germany
"Via Carlo Goldoni, 12,  35131 Padova, IT",Italy
"74100 Annemasse, FR",France
"Rheinlandstr. 109,  73312 Geislingen/Steige, DE",Germany
"Calle El Castro 32A- Polígono El Campón-Peñacastillo,  39011 SANTANDER, ES",Spain
"Industriestr. 1,  91207 Lauf, DE",Germany
"Kullerstr. 83 - 85,  42651 Solingen, DE",Germany
"Bahnhofstr. 12,  74653 Künzelsau, DE",Germany
"C/ DEL GRUPO ESCOLAR, 4,  28224 POZUELO DE ALARCÓN, ES",Spain
"AVDA DE EUROPA, 4,  13005 CIUDAD REAL, ES",Spain
"VIA SERGIA, 33,  8302 MATARO, ES",Spain
"Miguel Cervet 11, nave 6 Edificio 2.  Polígono Rompe cubas,  28341 Valdemoro, ES",Spain
"ALZIRA,  46600 ALZIRA, ES",Spain
"C/ BISBE TORRES I BAGES 5-7,  08700 IGUALADA, ES",Spain
"AVDA. MIGUEL MANCHEÑO, 32,  11630 ARCOS DE LA FRONTERA, ES",Spain
"C/PAQUIRO, 56,  29006 MALAGA, ES",Spain
"CALLE MADROÑO 3 POLÍGONO LA MINA COLMENAR VIEJO,  28770 COLMENAR, ES",Spain
"Unterwallweg 11,  31675 Bückeburg, DE",Germany
"CTRA. MADRID-CADIZ, KM 650,  11500 EL PUERTO DE SANTA MARÍA, ES",Spain
"Völlesbruch Straße 31,  52152 Simmerath, DE",Germany
"P. I.  SANTA BARBARA CALLE FIBIAS 52,  29004 MALAGA, ES",Spain
"C/ BLAS CABRERA N.º 9 NAVE A5,  28806 ALCALA DE HENARES, ES",Spain
"C/ SANCHO DAVILA Nº 17,  05420 SOTILLO DE LA ADRADA, ES",Spain
"JOSE DE RIBERA Nº2,  29700 VELEZ MALAGA, ES",Spain
"CARRETERA DE MÁLAGA, KM 8,300 AUTOVÍA A-92G,  18320 SANTA FE, ES",Spain
"AVDA. DEL PARQUE,5,  14900 LUCENA, ES",Spain
"CALLE EL HIJORRO 2355,  28294 ROBLEDO DE CHAVELA, ES",Spain
"CARRETERA DE GIRONA A BANYOLES KM 14,5 BORGONYA,  17844 CORNELLA DE TERRI, ES",Spain
"AVDA. MARTIN MENDEZ, 3,  29680 ESTEPONA, ES",Spain
"C/ GERMANIAS 1 BAJO,  46910 SEDAVI, ES",Spain
"Antigua Ctra. Andalucía Km.44,  45001 Aranjuez, ES",Spain
"AVDA MISTRAL NUM 36 BLOQUE INT PISO 0,  08015 BARCELONA, ES",Spain
"C/Dehesa de Mari Martin 3,  28600 NAVALCARNERO, ES",Spain
"Radduscher Dorfstraße 20,  03226 Vetschau, DE",Germany
"POLIGONO INDUSTRIAL SAN MIGUEL C/ RAMAL DE CORPAS 7 NAVE II,  18195 GRANADA, ES",Spain
"CALLE METALURGIA,  41007 SEVILLA, ES",Spain
"C/ CRISTO DE LA AGONIA S/N,  29120 ALHAURIN EL GRANDE, ES",Spain
"POLIGONO INDUSTRIAL,  41001 SEVILLA, ES",Spain
"Am Sportplatz 2,  06571 Roßleben, DE",Germany
"CARRETERA SAN JUAN DEL PUERTO A CACERES S/N KM 31,  21600 VALVERDE DEL CAMINO, ES",Spain
"Itzelstraße 20,  34537 Bad Wildungen, DE",Germany
"CARRETERA DE RIPOLLET Nº 4 LOCAL,  8110 MONTCADA I REIXACH, ES",Spain
"AVENIDA ABAT MARCET, 354,  08225 TERRASSA, ES",Spain
"CALLE MALLORCA, 92,  08029 BARCELONA, ES",Spain
"Griftdijk 234,  6515 AG NIJMEGEN, NL",Netherlands
"C/ DIAGONAL , 9 BAJO,  03009 ALICANTE, ES",Spain
"PASEO DE LAS PALMERAS 114,  18008 GRANADA, ES",Spain
"Konrad-Adenauer-Str. 1,  33397 Rietberg, DE",Germany
"AVD BARCELONA 61,  46136 MUSEROS, ES",Spain
"C / JORGE JUAN 7,  02008 ALBACETE, ES",Spain
"Denkendorfer Str. 6,  92339 Paulushofen, DE",Germany
"C/ JUAN DE LA CIERVA Nº 2,  28936 MOSTOLES, ES",Spain
"C/ DELS FERRERS, NAVE 4 - P.I. LES,  46192 MONTSERRAT, ES",Spain
"Via Carbon, 1,  36040 Orgiano -Vicenza - Vi, IT",Italy
"Neumarkter Str. 41,  92348 Berg, DE",Germany
"Via Per Chiari,9,  25030 Coccaglio - Bs, IT",Italy
"Strada Massetana Romana, 30/32,  53100 Siena - Si, IT",Italy
"Leipziger Straße 20,  04509 Delitzsch, DE",Germany
"Einsteinstrasse 15,  53757 Sankt Augustin, DE",Germany
"Via Laurentina, 31/b,  00154 Roma - Rm, IT",Italy
"Gerichtswiesen 1,  04668 Grimma, DE",Germany
"59800 Lille Hellemmes, FR",France
"Boslandweg 50,  3911 VE RHENEN, NL",Netherlands
"Adresse exacte au 0 805 805 802,  59160 Lomme, FR",France
"CALLE DOCTOR MARAÑÓN, 22,,  46200 PAIPORTA, ES",Spain
"Altensteiger Straße 34,  72297 Seewald-Goettelfingen, DE",Germany
"Via Palazzetta, 19,  23030 Bianzone - Sondrio - So, IT",Italy
"93320 Les  Pavillon sous Bois, FR",France
"22 Avenue De Quimper,  29150 CHATEAULIN, FR",France
"Via Ugo La Malfa,2,  20063 Cernusco Sul Naviglio - Milano - Mi, IT",Italy
"10.-Oktober-Str. 66,  9800 Spittal an der Drau, AT",Austria
"Zac Mont Renaud,  60400 NOYON, FR",France
"93250 Villemomble, FR",France
"13127 Vitrolles, FR",France
"57000 Metz, FR",France
"Viale Montegrappa 17,  36028 Rossano Veneto - Vicenza - Vi, IT",Italy
"68  rue du Berquier,  59960 Neuville En Ferrain, FR",France
